"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"F11R",2.46458120156829e-53,-8.66979399787155,0.353,0.305,7.39374360470487e-50,"Neuromesodermal progenitors","F11R"
"AC016394.2",3.05320618752467e-53,-4.56063920593023,0.26,0.123,9.15961856257401e-50,"Neuromesodermal progenitors","AC016394.2"
"MAP1B",2.96517833816692e-52,-2.09128189616962,0.492,0.395,8.89553501450075e-49,"Neuromesodermal progenitors","MAP1B"
"ATP1A2",4.03891641766648e-52,0.360310557650751,0.284,0.375,1.21167492529994e-48,"Neuromesodermal progenitors","ATP1A2"
"RGS3",6.36711022020056e-52,-7.01484726501292,0.213,0.359,1.91013306606017e-48,"Neuromesodermal progenitors","RGS3"
"FAM89A",9.73555418384815e-52,-6.26008706960474,0.143,0.257,2.92066625515445e-48,"Neuromesodermal progenitors","FAM89A"
"RNF19A",1.58589790440113e-51,-9.32121337783515,0.195,0.278,4.7576937132034e-48,"Neuromesodermal progenitors","RNF19A"
"PRC1",2.00847373763193e-51,-0.382313824809371,0.467,0.35,6.0254212128958e-48,"Neuromesodermal progenitors","PRC1"
"MGST1",2.55407119339938e-51,-2.8950515172403,0.526,0.421,7.66221358019814e-48,"Neuromesodermal progenitors","MGST1"
"IRX3",3.61093131215665e-51,-3.88556117702539,0.444,0.282,1.08327939364699e-47,"Neuromesodermal progenitors","IRX3"
"MCM2",3.81651418852712e-51,0.792091797696378,0.433,0.294,1.14495425655813e-47,"Neuromesodermal progenitors","MCM2"
"SCD",4.52324679490704e-51,0.350382268314425,0.511,0.405,1.35697403847211e-47,"Neuromesodermal progenitors","SCD"
"DNAJC3",5.29166765978212e-51,-6.44495214178285,0.311,0.407,1.58750029793464e-47,"Neuromesodermal progenitors","DNAJC3"
"CDCA8",1.20329021732367e-50,-4.5128491228967,0.463,0.341,3.60987065197101e-47,"Neuromesodermal progenitors","CDCA8"
"SEMA3E",2.46266396205541e-50,-5.86697032688279,0.13,0.275,7.38799188616623e-47,"Neuromesodermal progenitors","SEMA3E"
"AC009126.1",3.386210228397e-50,-3.79337896424912,0.284,0.158,1.0158630685191e-46,"Neuromesodermal progenitors","AC009126.1"
"WARS",6.44813893812316e-50,-4.44328423973439,0.288,0.312,1.93444168143695e-46,"Neuromesodermal progenitors","WARS"
"OCIAD2",6.8554244800456e-50,-8.70889635383235,0.348,0.412,2.05662734401368e-46,"Neuromesodermal progenitors","OCIAD2"
"ATP1B1",2.12710129535853e-49,-10.2076182168414,0.303,0.357,6.3813038860756e-46,"Neuromesodermal progenitors","ATP1B1"
"ITGA6",3.79094452938958e-49,-4.20319271426791,0.316,0.377,1.13728335881687e-45,"Neuromesodermal progenitors","ITGA6"
"ITGB5",5.12471744259225e-49,-2.72876146712119,0.245,0.305,1.53741523277768e-45,"Neuromesodermal progenitors","ITGB5"
"MT-ND1",6.89094652251712e-49,-0.34926478692326,0.537,0.436,2.06728395675514e-45,"Neuromesodermal progenitors","MT-ND1"
"TLN2",8.98570280111187e-49,-1.37089093708788,0.256,0.329,2.69571084033356e-45,"Neuromesodermal progenitors","TLN2"
"CTSL",2.16156446687884e-48,-4.77845439542899,0.235,0.335,6.48469340063652e-45,"Neuromesodermal progenitors","CTSL"
"TRIB2",2.39205377686472e-48,-6.55693163560742,0.232,0.295,7.17616133059415e-45,"Neuromesodermal progenitors","TRIB2"
"DSP",2.43549877759403e-48,-1.10407369112824,0.41,0.308,7.3064963327821e-45,"Neuromesodermal progenitors","DSP"
"UBC",3.08456833240025e-48,-5.59371072789222,0.355,0.44,9.25370499720075e-45,"Neuromesodermal progenitors","UBC"
"SQLE",3.75308055592081e-48,-2.36196724904427,0.509,0.409,1.12592416677624e-44,"Neuromesodermal progenitors","SQLE"
"FGF13",7.10467603357767e-48,-4.65523556795894,0.27,0.227,2.1314028100733e-44,"Neuromesodermal progenitors","FGF13"
"GGCT",7.31275669606266e-48,-0.331140853935889,0.514,0.395,2.1938270088188e-44,"Neuromesodermal progenitors","GGCT"
"MGST3",7.67284835962209e-48,-6.08801255842939,0.338,0.42,2.30185450788663e-44,"Neuromesodermal progenitors","MGST3"
"MROH8",8.28710986871142e-48,-0.522637490044454,0.263,0.137,2.48613296061343e-44,"Neuromesodermal progenitors","MROH8"
"CYB5A",9.08028625481598e-48,-7.0185045369743,0.307,0.367,2.72408587644479e-44,"Neuromesodermal progenitors","CYB5A"
"COL4A5",1.87967511389744e-47,-6.51843589688432,0.229,0.313,5.63902534169233e-44,"Neuromesodermal progenitors","COL4A5"
"BAZ2B",3.09003341527896e-47,-1.91063769576505,0.328,0.399,9.27010024583689e-44,"Neuromesodermal progenitors","BAZ2B"
"ASPM",5.52963652136098e-47,-3.13100430083548,0.461,0.335,1.65889095640829e-43,"Neuromesodermal progenitors","ASPM"
"GYG1",6.64733632290315e-47,-7.06241497751847,0.27,0.358,1.99420089687094e-43,"Neuromesodermal progenitors","GYG1"
"P3H2",9.17350233470702e-47,-4.5126828705383,0.124,0.271,2.75205070041211e-43,"Neuromesodermal progenitors","P3H2"
"SGMS1-AS1",1.16618711602405e-46,2.06660432661006,0.291,0.169,3.49856134807214e-43,"Neuromesodermal progenitors","SGMS1-AS1"
"ZEB2",1.99069535465985e-46,-3.03064379576438,0.493,0.384,5.97208606397955e-43,"Neuromesodermal progenitors","ZEB2"
"CAST",2.00057953656276e-46,-4.66750830167797,0.317,0.401,6.00173860968827e-43,"Neuromesodermal progenitors","CAST"
"TCF15",2.01189979148696e-46,-3.10528428936765,0.163,0.278,6.03569937446089e-43,"Neuromesodermal progenitors","TCF15"
"LINC00632",4.77377471109598e-46,-7.81233970031957,0.235,0.339,1.43213241332879e-42,"Neuromesodermal progenitors","LINC00632"
"EIF4EBP1",6.43873483659226e-46,-1.50577409288338,0.46,0.348,1.93162045097768e-42,"Neuromesodermal progenitors","EIF4EBP1"
"PKDCC",6.56381145986005e-46,-5.08231037748748,0.207,0.336,1.96914343795801e-42,"Neuromesodermal progenitors","PKDCC"
"DDX3Y",8.17235589077362e-46,-1.54968330558112,0.413,0.263,2.45170676723209e-42,"Neuromesodermal progenitors","DDX3Y"
"MSH6",1.21398142261059e-45,-2.13937355065973,0.5,0.393,3.64194426783178e-42,"Neuromesodermal progenitors","MSH6"
"VGLL4",1.24404583749456e-45,-6.23618402667983,0.345,0.43,3.73213751248367e-42,"Neuromesodermal progenitors","VGLL4"
"FBN2",2.01143005888513e-45,-3.78470075037653,0.214,0.334,6.0342901766554e-42,"Neuromesodermal progenitors","FBN2"
"SEC22B",2.69786551259901e-45,-5.59854434233326,0.252,0.308,8.09359653779702e-42,"Neuromesodermal progenitors","SEC22B"
"MRS2",3.49828061546933e-45,-6.4081430890174,0.297,0.338,1.0494841846408e-41,"Neuromesodermal progenitors","MRS2"
"MARCKS",6.40933456959477e-45,0.971785681737225,0.342,0.433,1.92280037087843e-41,"Neuromesodermal progenitors","MARCKS"
"HLA-E",7.13372620348017e-45,-1.60101657262462,0.196,0.283,2.14011786104405e-41,"Neuromesodermal progenitors","HLA-E"
"MT-ND4",2.21218168328113e-44,-0.422687082336948,0.533,0.435,6.6365450498434e-41,"Neuromesodermal progenitors","MT-ND4"
"RHOB",2.64076137838311e-44,-7.44528507728029,0.171,0.3,7.92228413514933e-41,"Neuromesodermal progenitors","RHOB"
"HAS2",3.94316307320677e-44,-3.25284428658747,0.274,0.305,1.18294892196203e-40,"Neuromesodermal progenitors","HAS2"
"MT-ND5",4.50009917557993e-44,-1.22452846191424,0.505,0.408,1.35002975267398e-40,"Neuromesodermal progenitors","MT-ND5"
"CADM1",4.68615162487585e-44,-0.738264591814948,0.479,0.372,1.40584548746276e-40,"Neuromesodermal progenitors","CADM1"
"RHBDL3",5.0633975837046e-44,7.05076322046985,0.251,0.104,1.51901927511138e-40,"Neuromesodermal progenitors","RHBDL3"
"ZNF503",2.08594260284685e-43,-1.68537433779389,0.287,0.4,6.25782780854056e-40,"Neuromesodermal progenitors","ZNF503"
"TSTD2",2.73344623287576e-43,-0.914776371708001,0.272,0.224,8.20033869862727e-40,"Neuromesodermal progenitors","TSTD2"
"RPS24",5.50689261181911e-43,-0.280892829082664,0.577,0.478,1.65206778354573e-39,"Neuromesodermal progenitors","RPS24"
"HES1",5.73807220106469e-43,-2.87120792762453,0.297,0.354,1.72142166031941e-39,"Neuromesodermal progenitors","HES1"
"WSB1",9.65624683998164e-43,-3.12461632442912,0.343,0.429,2.89687405199449e-39,"Neuromesodermal progenitors","WSB1"
"COL4A6",1.41321406283861e-42,-5.96188282163194,0.21,0.267,4.23964218851583e-39,"Neuromesodermal progenitors","COL4A6"
"PDIA4",2.55322829195116e-42,-5.68909808108504,0.348,0.431,7.65968487585347e-39,"Neuromesodermal progenitors","PDIA4"
"CMTM8",3.96240388360317e-42,-4.99272638802939,0.262,0.329,1.18872116508095e-38,"Neuromesodermal progenitors","CMTM8"
"KNL1",4.51270547274437e-42,-1.9689161363635,0.454,0.326,1.35381164182331e-38,"Neuromesodermal progenitors","KNL1"
"MAPK12",9.63934063636737e-42,-3.02129099533215,0.304,0.232,2.89180219091021e-38,"Neuromesodermal progenitors","MAPK12"
"ENO3",1.10282876498056e-41,-6.02386731597011,0.299,0.368,3.30848629494169e-38,"Neuromesodermal progenitors","ENO3"
"LPP",1.11568902541488e-41,-2.66780413819974,0.289,0.377,3.34706707624464e-38,"Neuromesodermal progenitors","LPP"
"KLF10",1.32220899819368e-41,-2.17629570691396,0.229,0.283,3.96662699458103e-38,"Neuromesodermal progenitors","KLF10"
"SNHG17",1.69343435018673e-41,-9.67338849721851,0.297,0.403,5.08030305056018e-38,"Neuromesodermal progenitors","SNHG17"
"EPS8L2",2.11709702944179e-41,-8.03910065408276,0.255,0.22,6.35129108832536e-38,"Neuromesodermal progenitors","EPS8L2"
"TENT5A",2.37422863195435e-41,-6.82677821146514,0.258,0.2,7.12268589586306e-38,"Neuromesodermal progenitors","TENT5A"
"HSPG2",2.72686901213666e-41,-10.2083039453776,0.196,0.25,8.18060703640998e-38,"Neuromesodermal progenitors","HSPG2"
"PRDX1",4.0806863261261e-41,-3.87003526229401,0.552,0.456,1.22420589783783e-37,"Neuromesodermal progenitors","PRDX1"
"CDC20",4.14154408382417e-41,-2.46689601010644,0.441,0.334,1.24246322514725e-37,"Neuromesodermal progenitors","CDC20"
"CCNB1",6.00798821958462e-41,-0.622176611120643,0.448,0.342,1.80239646587539e-37,"Neuromesodermal progenitors","CCNB1"
"NKX6-1",1.29898456851513e-40,-2.73042842142357,0.284,0.195,3.89695370554538e-37,"Neuromesodermal progenitors","NKX6-1"
"SPSB4",1.41573698664226e-40,-2.13797415313719,0.26,0.333,4.24721095992678e-37,"Neuromesodermal progenitors","SPSB4"
"NDC80",1.55309803333081e-40,-0.79717480629518,0.451,0.324,4.65929409999242e-37,"Neuromesodermal progenitors","NDC80"
"CDCA7",2.53289585375939e-40,0.71177139249693,0.46,0.329,7.59868756127817e-37,"Neuromesodermal progenitors","CDCA7"
"WDR76",2.91127091183194e-40,0.323090798791311,0.397,0.269,8.73381273549583e-37,"Neuromesodermal progenitors","WDR76"
"EPB41L4A-AS1",3.49049741151421e-40,-2.58168085394223,0.353,0.444,1.04714922345426e-36,"Neuromesodermal progenitors","EPB41L4A-AS1"
"BOC",5.68930060236682e-40,0.591299547987998,0.373,0.287,1.70679018071005e-36,"Neuromesodermal progenitors","BOC"
"TYMSOS",8.36301226187434e-40,-5.7137980756756,0.387,0.314,2.5089036785623e-36,"Neuromesodermal progenitors","TYMSOS"
"CTSZ",1.05975607942479e-39,-6.98620400747388,0.3,0.361,3.17926823827436e-36,"Neuromesodermal progenitors","CTSZ"
"FAM43A",1.20190299506497e-39,-6.77306860386815,0.065,0.257,3.60570898519492e-36,"Neuromesodermal progenitors","FAM43A"
"UBE2C",1.48750349568666e-39,0.316715384132617,0.434,0.334,4.46251048705998e-36,"Neuromesodermal progenitors","UBE2C"
"ALDH2",1.64964104698166e-39,-5.18687520095376,0.313,0.388,4.94892314094497e-36,"Neuromesodermal progenitors","ALDH2"
"OXLD1",2.97596652959292e-39,-0.935331110123963,0.332,0.368,8.92789958877875e-36,"Neuromesodermal progenitors","OXLD1"
"ZNF703",3.93409020794176e-39,-1.92433232624859,0.322,0.398,1.18022706238253e-35,"Neuromesodermal progenitors","ZNF703"
"SNAPC1",5.04866456479483e-39,-6.60728473863757,0.316,0.374,1.51459936943845e-35,"Neuromesodermal progenitors","SNAPC1"
"SDC2",5.92561859337823e-39,-2.61660563577658,0.352,0.398,1.77768557801347e-35,"Neuromesodermal progenitors","SDC2"
"INCENP",8.23021987643176e-39,0.581494461302369,0.398,0.286,2.46906596292953e-35,"Neuromesodermal progenitors","INCENP"
"RPS18",9.17652053945017e-39,-0.261052031416762,0.596,0.498,2.75295616183505e-35,"Neuromesodermal progenitors","RPS18"
"SNHG12",9.17809895392876e-39,-8.71812073318185,0.324,0.281,2.75342968617863e-35,"Neuromesodermal progenitors","SNHG12"
"C9orf16",1.07263567165443e-38,-8.49442868531014,0.474,0.378,3.21790701496329e-35,"Neuromesodermal progenitors","C9orf16"
"TUBB4B",1.08365465805291e-38,-2.63192448728006,0.464,0.367,3.25096397415874e-35,"Neuromesodermal progenitors","TUBB4B"
"KDELR2",1.45790602698252e-38,-7.82677848391659,0.34,0.431,4.37371808094757e-35,"Neuromesodermal progenitors","KDELR2"
"CXCR4",1.60008509893291e-38,-5.94093861361109,0.314,0.217,4.80025529679873e-35,"Neuromesodermal progenitors","CXCR4"
"C21orf58",3.92829776166578e-38,-2.91968425353255,0.442,0.326,1.17848932849974e-34,"Neuromesodermal progenitors","C21orf58"
"FNDC3B",6.45419888836119e-38,-8.59960558269366,0.208,0.315,1.93625966650836e-34,"Neuromesodermal progenitors","FNDC3B"
"LRRC4B",6.49311412955394e-38,-3.10946034968307,0.317,0.232,1.94793423886618e-34,"Neuromesodermal progenitors","LRRC4B"
"ACBD3",7.18473265129999e-38,-5.08721137185512,0.347,0.44,2.15541979539e-34,"Neuromesodermal progenitors","ACBD3"
"U2AF1L5",7.97524168801554e-38,-6.16111294724431,0.284,0.156,2.39257250640466e-34,"Neuromesodermal progenitors","U2AF1L5"
"ENO2",8.39021160908799e-38,-0.330505190565459,0.392,0.303,2.5170634827264e-34,"Neuromesodermal progenitors","ENO2"
"HOXA7",5.11667431296447e-37,-2.94448773227647,0.252,0.098,1.53500229388934e-33,"Neuromesodermal progenitors","HOXA7"
"FIRRE",5.87300462497888e-37,-1.02355397589905,0.316,0.364,1.76190138749366e-33,"Neuromesodermal progenitors","FIRRE"
"LINC02381",1.50915238472748e-36,-1.99582121575451,0.436,0.273,4.52745715418243e-33,"Neuromesodermal progenitors","LINC02381"
"CAPN2",3.03587352706266e-36,-2.65358361685623,0.281,0.356,9.10762058118798e-33,"Neuromesodermal progenitors","CAPN2"
"EVA1B",3.08544010821664e-36,-1.92914996110008,0.334,0.383,9.25632032464991e-33,"Neuromesodermal progenitors","EVA1B"
"TPM4",5.10846148006986e-36,-2.9582374228689,0.323,0.405,1.53253844402096e-32,"Neuromesodermal progenitors","TPM4"
"H3F3B",5.38079523127485e-36,-1.57102170041279,0.372,0.46,1.61423856938246e-32,"Neuromesodermal progenitors","H3F3B"
"MELK",5.97058650581111e-36,-8.58071140204294,0.389,0.306,1.79117595174333e-32,"Neuromesodermal progenitors","MELK"
"MMP2",8.92609869719986e-36,-1.99875413960272,0.344,0.383,2.67782960915996e-32,"Neuromesodermal progenitors","MMP2"
"NELL2",1.22193095763436e-35,-3.36013690360589,0.327,0.26,3.66579287290309e-32,"Neuromesodermal progenitors","NELL2"
"ANK3",2.07524630343051e-35,-5.13688677002376,0.275,0.343,6.22573891029153e-32,"Neuromesodermal progenitors","ANK3"
"NOVA1",2.72376237915759e-35,-8.79583545371723,0.377,0.417,8.17128713747278e-32,"Neuromesodermal progenitors","NOVA1"
"CKAP5",5.23737676314763e-35,-0.250220408303619,0.472,0.38,1.57121302894429e-31,"Neuromesodermal progenitors","CKAP5"
"SFRP1",1.00712685123621e-34,-3.18838032633543,0.473,0.385,3.02138055370864e-31,"Neuromesodermal progenitors","SFRP1"
"FST",1.21440253409844e-34,-2.19373041277736,0.088,0.272,3.64320760229533e-31,"Neuromesodermal progenitors","FST"
"TEAD1",1.44493882170112e-34,-1.49292101251446,0.355,0.406,4.33481646510337e-31,"Neuromesodermal progenitors","TEAD1"
"PIK3R3",2.25756361750616e-34,2.07301359959601,0.444,0.365,6.77269085251848e-31,"Neuromesodermal progenitors","PIK3R3"
"SMC4",4.49175389302054e-34,-0.861883390656627,0.472,0.378,1.34752616790616e-30,"Neuromesodermal progenitors","SMC4"
"FHDC1",5.82624934522359e-34,-6.01559950497975,0.277,0.119,1.74787480356708e-30,"Neuromesodermal progenitors","FHDC1"
"SNHG3",7.51328199671014e-34,-5.28047177641835,0.47,0.382,2.25398459901304e-30,"Neuromesodermal progenitors","SNHG3"
"PRR11",7.78647096496444e-34,-1.08167716377823,0.428,0.326,2.33594128948933e-30,"Neuromesodermal progenitors","PRR11"
"SLC37A4",8.34375346808378e-34,0.837992657860481,0.455,0.335,2.50312604042513e-30,"Neuromesodermal progenitors","SLC37A4"
"SLC5A3",1.03907648931861e-33,-3.06439271133087,0.47,0.379,3.11722946795584e-30,"Neuromesodermal progenitors","SLC5A3"
"SESN2",1.18378282035255e-33,-4.37183584251893,0.266,0.234,3.55134846105766e-30,"Neuromesodermal progenitors","SESN2"
"UROD",1.42778606174287e-33,-0.679826674489044,0.35,0.397,4.28335818522862e-30,"Neuromesodermal progenitors","UROD"
"CDCA2",1.90175319918798e-33,-1.040241885145,0.466,0.345,5.70525959756394e-30,"Neuromesodermal progenitors","CDCA2"
"FKBP14",2.68182427933804e-33,-4.15708116522662,0.18,0.283,8.04547283801411e-30,"Neuromesodermal progenitors","FKBP14"
"SNCA",3.50071740324897e-33,-1.71699074019911,0.295,0.312,1.05021522097469e-29,"Neuromesodermal progenitors","SNCA"
"IAH1",3.98610568377735e-33,-0.822634750857643,0.339,0.356,1.1958317051332e-29,"Neuromesodermal progenitors","IAH1"
"CD99",4.78635862285705e-33,-3.77034314166657,0.3,0.393,1.43590758685712e-29,"Neuromesodermal progenitors","CD99"
"SGO1",7.96100914527191e-33,0.640229764619491,0.461,0.342,2.38830274358157e-29,"Neuromesodermal progenitors","SGO1"
"TPD52",9.01642146471266e-33,-1.46453488533837,0.239,0.263,2.7049264394138e-29,"Neuromesodermal progenitors","TPD52"
"UTRN",1.03213991973332e-32,-1.94488758016134,0.431,0.35,3.09641975919995e-29,"Neuromesodermal progenitors","UTRN"
"NORAD",1.22001738059175e-32,-4.40146948923537,0.339,0.418,3.66005214177526e-29,"Neuromesodermal progenitors","NORAD"
"GSN",1.27053253103007e-32,-1.12911527110009,0.376,0.424,3.81159759309022e-29,"Neuromesodermal progenitors","GSN"
"CDK2AP2",1.47130335213973e-32,-9.81499663275269,0.334,0.36,4.4139100564192e-29,"Neuromesodermal progenitors","CDK2AP2"
"MANF",1.52118536507683e-32,-3.11264358269344,0.354,0.417,4.56355609523048e-29,"Neuromesodermal progenitors","MANF"
"LETM1",1.70250590526828e-32,-4.15196926119113,0.31,0.236,5.10751771580486e-29,"Neuromesodermal progenitors","LETM1"
"CLGN",3.47127830044155e-32,-7.65213841976923,0.258,0.301,1.04138349013247e-28,"Neuromesodermal progenitors","CLGN"
"PTPN13",4.73368382485327e-32,-5.19291604901111,0.329,0.37,1.42010514745598e-28,"Neuromesodermal progenitors","PTPN13"
"TMEM88",4.89173160169059e-32,-1.06757102315511,0.249,0.26,1.46751948050718e-28,"Neuromesodermal progenitors","TMEM88"
"WAC-AS1",5.80447608159736e-32,-1.78996557015244,0.33,0.341,1.74134282447921e-28,"Neuromesodermal progenitors","WAC-AS1"
"SGO2",5.99509970589085e-32,-1.46045096542324,0.441,0.341,1.79852991176725e-28,"Neuromesodermal progenitors","SGO2"
"GTSE1",7.45624737970764e-32,-3.37384588705124,0.465,0.349,2.23687421391229e-28,"Neuromesodermal progenitors","GTSE1"
"SNHG7",1.02795624544446e-31,-6.22982317799205,0.352,0.432,3.08386873633339e-28,"Neuromesodermal progenitors","SNHG7"
"GAS5",1.06239942813122e-31,-2.97947826075513,0.381,0.471,3.18719828439366e-28,"Neuromesodermal progenitors","GAS5"
"PIK3R1",1.16400568089043e-31,-5.53282327620772,0.333,0.382,3.4920170426713e-28,"Neuromesodermal progenitors","PIK3R1"
"RPS27A",1.24034908924213e-31,-0.772178884621586,0.424,0.512,3.72104726772638e-28,"Neuromesodermal progenitors","RPS27A"
"PPFIA1",1.46951749743971e-31,-6.58448660292789,0.335,0.368,4.40855249231913e-28,"Neuromesodermal progenitors","PPFIA1"
"RPLP1",1.60634994215537e-31,-0.262199954152341,0.584,0.501,4.81904982646611e-28,"Neuromesodermal progenitors","RPLP1"
"FGFR2",3.17469618874225e-31,-1.4692711104596,0.277,0.226,9.52408856622676e-28,"Neuromesodermal progenitors","FGFR2"
"ZFP36L2",3.71474098337306e-31,-4.07727165179136,0.271,0.349,1.11442229501192e-27,"Neuromesodermal progenitors","ZFP36L2"
"AMOTL2",4.01237230382082e-31,-3.16566318026244,0.261,0.324,1.20371169114625e-27,"Neuromesodermal progenitors","AMOTL2"
"GFPT1",4.30603896229351e-31,-1.75153925428807,0.346,0.407,1.29181168868805e-27,"Neuromesodermal progenitors","GFPT1"
"PXDN",6.28189455151016e-31,-3.22708676359595,0.348,0.405,1.88456836545305e-27,"Neuromesodermal progenitors","PXDN"
"CCDC186",7.83945723992763e-31,-4.69396353027101,0.167,0.284,2.35183717197829e-27,"Neuromesodermal progenitors","CCDC186"
"PNP",1.33533495646428e-30,-1.82791927702028,0.467,0.359,4.00600486939284e-27,"Neuromesodermal progenitors","PNP"
"JAG1",2.78185027011091e-30,-5.61207172451171,0.373,0.245,8.34555081033274e-27,"Neuromesodermal progenitors","JAG1"
"RPS8",3.15654230789021e-30,-0.291246763710316,0.572,0.484,9.46962692367063e-27,"Neuromesodermal progenitors","RPS8"
"TMEM263",3.26233472384431e-30,-3.81830462206642,0.213,0.315,9.78700417153292e-27,"Neuromesodermal progenitors","TMEM263"
"AC005224.2",3.9332475038416e-30,0.528297835439487,0.261,0.152,1.17997425115248e-26,"Neuromesodermal progenitors","AC005224.2"
"CCNE2",4.01491093226801e-30,-7.80853558660879,0.252,0.147,1.2044732796804e-26,"Neuromesodermal progenitors","CCNE2"
"SERINC5",4.59534712366604e-30,-4.62942802602682,0.308,0.322,1.37860413709981e-26,"Neuromesodermal progenitors","SERINC5"
"RPS14",4.81710580186521e-30,-0.742497654789276,0.422,0.519,1.44513174055956e-26,"Neuromesodermal progenitors","RPS14"
"CHD2",6.57764443204363e-30,-1.59533986151285,0.352,0.418,1.97329332961309e-26,"Neuromesodermal progenitors","CHD2"
"MT-ND3",6.6736363753903e-30,-0.323316028553363,0.522,0.451,2.00209091261709e-26,"Neuromesodermal progenitors","MT-ND3"
"CSRP2",6.78313378865175e-30,-5.13888287609543,0.477,0.382,2.03494013659553e-26,"Neuromesodermal progenitors","CSRP2"
"ATF3",6.80788399251217e-30,-2.5137795480104,0.232,0.275,2.04236519775365e-26,"Neuromesodermal progenitors","ATF3"
"STRADB",7.22257699441059e-30,-0.921440812366199,0.266,0.297,2.16677309832318e-26,"Neuromesodermal progenitors","STRADB"
"ZNF695",9.41186100069469e-30,-1.36798070298921,0.284,0.213,2.82355830020841e-26,"Neuromesodermal progenitors","ZNF695"
"FTX",1.46211177529175e-29,-2.33522462761138,0.328,0.381,4.38633532587526e-26,"Neuromesodermal progenitors","FTX"
"NRIP1",1.51558988828967e-29,-2.24564252379844,0.338,0.392,4.546769664869e-26,"Neuromesodermal progenitors","NRIP1"
"CKAP2",2.99038541557647e-29,-4.46756367235289,0.452,0.371,8.97115624672942e-26,"Neuromesodermal progenitors","CKAP2"
"ACTN1",3.27539477391528e-29,-4.00651107253687,0.345,0.383,9.82618432174585e-26,"Neuromesodermal progenitors","ACTN1"
"EFNB2",1.54984116604154e-28,-6.22547953299923,0.323,0.387,4.64952349812463e-25,"Neuromesodermal progenitors","EFNB2"
"GPC6",1.58214077502108e-28,-3.42899143275113,0.197,0.296,4.74642232506323e-25,"Neuromesodermal progenitors","GPC6"
"FRMD4B",2.55512152218294e-28,-5.61689932060349,0.302,0.248,7.66536456654882e-25,"Neuromesodermal progenitors","FRMD4B"
"CHRNA5",4.32847412145637e-28,0.388727510499972,0.348,0.254,1.29854223643691e-24,"Neuromesodermal progenitors","CHRNA5"
"IFT27",2.61491615219334e-27,-0.974088522985865,0.328,0.354,7.84474845658003e-24,"Neuromesodermal progenitors","IFT27"
"AC078909.1",3.77510925550641e-27,-1.04150546627751,0.257,0.142,1.13253277665192e-23,"Neuromesodermal progenitors","AC078909.1"
"DALRD3",4.12721996836848e-27,-0.940330397115964,0.297,0.332,1.23816599051054e-23,"Neuromesodermal progenitors","DALRD3"
"IVNS1ABP",5.56025386679003e-27,-2.1007490701499,0.51,0.388,1.66807616003701e-23,"Neuromesodermal progenitors","IVNS1ABP"
"KDM6B",1.51587124268979e-26,-5.9527492250805,0.243,0.308,4.54761372806939e-23,"Neuromesodermal progenitors","KDM6B"
"KIF14",1.6300365693601e-26,-3.02976122291625,0.408,0.304,4.89010970808029e-23,"Neuromesodermal progenitors","KIF14"
"H2AFJ",3.25879044922219e-26,-5.10145099899971,0.314,0.385,9.77637134766656e-23,"Neuromesodermal progenitors","H2AFJ"
"CRABP2",5.96800680412967e-26,-2.16259471384745,0.461,0.404,1.7904020412389e-22,"Neuromesodermal progenitors","CRABP2"
"TARS",6.94008030165834e-26,-1.30312299215421,0.363,0.408,2.0820240904975e-22,"Neuromesodermal progenitors","TARS"
"STMN1",1.62943628784474e-25,-1.54969263082009,0.497,0.432,4.88830886353421e-22,"Neuromesodermal progenitors","STMN1"
"IFI27L1",1.71603572696177e-25,-6.9804096318207,0.305,0.346,5.14810718088532e-22,"Neuromesodermal progenitors","IFI27L1"
"TSC22D3",2.48849078452149e-25,-4.57086304887996,0.245,0.326,7.46547235356448e-22,"Neuromesodermal progenitors","TSC22D3"
"KCNG1",3.94519476774558e-25,-7.24597485438002,0.187,0.285,1.18355843032368e-21,"Neuromesodermal progenitors","KCNG1"
"PCOLCE2",7.66334493136044e-25,-2.62255771025093,0.276,0.205,2.29900347940813e-21,"Neuromesodermal progenitors","PCOLCE2"
"PCM1",8.95431386480706e-25,-0.559131857340089,0.492,0.411,2.68629415944212e-21,"Neuromesodermal progenitors","PCM1"
"PLP1",1.0028224890245e-24,-8.39884335376483,0.225,0.269,3.00846746707351e-21,"Neuromesodermal progenitors","PLP1"
"HOXB2",1.01839887511928e-24,-0.803673227127752,0.455,0.367,3.05519662535783e-21,"Neuromesodermal progenitors","HOXB2"
"ZNHIT6",1.11914884053881e-24,-10.5485659479726,0.414,0.349,3.35744652161642e-21,"Neuromesodermal progenitors","ZNHIT6"
"ZNF436-AS1",1.18832452980128e-24,-3.18541130152171,0.222,0.283,3.56497358940383e-21,"Neuromesodermal progenitors","ZNF436-AS1"
"ARF4",2.23853711369375e-24,-7.67000809616339,0.366,0.433,6.71561134108127e-21,"Neuromesodermal progenitors","ARF4"
"ITGAV",5.23060685565645e-24,-6.29330383507853,0.175,0.254,1.56918205669693e-20,"Neuromesodermal progenitors","ITGAV"
"TCEAL7",1.15878187390137e-23,-1.05286791520687,0.304,0.253,3.47634562170412e-20,"Neuromesodermal progenitors","TCEAL7"
"AL360012.1",1.28737157214937e-23,-4.03427089485148,0.272,0.157,3.86211471644811e-20,"Neuromesodermal progenitors","AL360012.1"
