"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"218","NCOA7.2",1.41199015546613e-24,8.22469950618085,0.346,0.148,4.23597046639839e-21,"Endoderm","NCOA7"
"219","EPB41L3.3",1.99906838407535e-19,8.22302846866029,0.335,0.194,5.99720515222606e-16,"Endoderm","EPB41L3"
"220","FAT3.2",2.50206455428323e-193,7.8274926582969,0.757,0.196,7.50619366284969e-190,"Endoderm","FAT3"
"221","COL18A1.6",9.89367114329983e-192,7.75305909208366,0.844,0.351,2.96810134298995e-188,"Endoderm","COL18A1"
"222","ACKR3",6.79365833357174e-129,7.70247081797661,0.489,0.07,2.03809750007152e-125,"Endoderm","ACKR3"
"223","FZD7.3",6.85181789652509e-75,7.55378280130481,0.642,0.352,2.05554536895753e-71,"Endoderm","FZD7"
"224","PGM2L1.3",4.55207213595002e-92,7.50331705599776,0.59,0.233,1.36562164078501e-88,"Endoderm","PGM2L1"
"225","AMACR.2",1.20542294027418e-209,7.50201819976874,0.741,0.168,3.61626882082254e-206,"Endoderm","AMACR"
"226","DNAJC1.7",1.19881980242018e-175,7.47014999387161,0.799,0.353,3.59645940726054e-172,"Endoderm","DNAJC1"
"227","CGN",7.40946522249414e-77,7.46551859635215,0.45,0.119,2.22283956674824e-73,"Endoderm","CGN"
"228","CDH7.2",1.671554813588e-49,7.44015467649856,0.392,0.146,5.014664440764e-46,"Endoderm","CDH7"
"229","FRMD4B.4",6.51050720922684e-103,7.42859358556642,0.645,0.248,1.95315216276805e-99,"Endoderm","FRMD4B"
"230","TPD52L1.1",7.72627767483956e-104,7.29681187561948,0.562,0.152,2.31788330245187e-100,"Endoderm","TPD52L1"
"231","LAMA1.4",1.7360422241397e-93,7.19588722919719,0.626,0.279,5.2081266724191e-90,"Endoderm","LAMA1"
"232","MMD.4",4.19894541907722e-98,7.11577351908457,0.665,0.339,1.25968362572317e-94,"Endoderm","MMD"
"233","HLA-C.5",1.23379372920343e-265,7.00387917201166,0.911,0.335,3.70138118761029e-262,"Endoderm","HLA-C"
"234","NPL",1.18702862796432e-78,6.98050462644777,0.396,0.063,3.56108588389297e-75,"Endoderm","NPL"
"235","CARMIL1.2",5.35243035909674e-233,6.94086252143585,0.759,0.13,1.60572910772902e-229,"Endoderm","CARMIL1"
"236","SLC2A12",8.58072777376877e-48,6.90339480577033,0.35,0.086,2.57421833213063e-44,"Endoderm","SLC2A12"
"237","SPINT2.7",0,6.8956635958851,0.961,0.326,0,"Endoderm","SPINT2"
"238","CD164.7",3.06421111013871e-123,6.86329196710815,0.751,0.336,9.19263333041614e-120,"Endoderm","CD164"
"239","S100A13.5",8.43193432447307e-31,6.78755981462993,0.583,0.402,2.52958029734192e-27,"Endoderm","S100A13"
"240","RPS6KA6.1",5.41189982466541e-31,6.68706741182154,0.304,0.107,1.62356994739962e-27,"Endoderm","RPS6KA6"
"241","PTPN13.6",3.02738349530872e-116,6.57727131081531,0.708,0.346,9.08215048592617e-113,"Endoderm","PTPN13"
"242","CAST.5",5.63849053720351e-55,6.56114967436479,0.61,0.37,1.69154716116105e-51,"Endoderm","CAST"
"243","SYNE4",1.07831357974662e-120,6.52177180503676,0.395,0.07,3.23494073923985e-117,"Endoderm","SYNE4"
"244","PDLIM1.4",2.26637243726074e-189,6.50824609892207,0.848,0.362,6.79911731178221e-186,"Endoderm","PDLIM1"
"245","DNAJC15.7",4.47015735852212e-79,6.34065697769069,0.68,0.356,1.34104720755663e-75,"Endoderm","DNAJC15"
"246","C12orf75.5",5.30804576552472e-52,6.32548459662981,0.615,0.361,1.59241372965742e-48,"Endoderm","C12orf75"
"247","PIK3R1.5",1.63658991423491e-21,6.04109270370878,0.534,0.363,4.90976974270474e-18,"Endoderm","PIK3R1"
"248","PGK1.5",0.000264066488589872,6.01129807481684,0.414,0.447,0.792199465769617,"Endoderm","PGK1"
"249","FAM174B",4.52954976024159e-117,5.99860070400675,0.547,0.084,1.35886492807248e-113,"Endoderm","FAM174B"
"250","IGFBP2.7",0,5.85661556836826,0.957,0.326,0,"Endoderm","IGFBP2"
"251","PROSER2.1",3.30084831492783e-20,5.71114466838677,0.3,0.12,9.90254494478349e-17,"Endoderm","PROSER2"
"252","TCEAL2.4",3.53127833022595e-49,5.64442716623879,0.504,0.284,1.05938349906779e-45,"Endoderm","TCEAL2"
"253","FRAS1.1",2.33165882531459e-147,5.60497755290214,0.651,0.15,6.99497647594377e-144,"Endoderm","FRAS1"
"254","DHRS3.2",2.08352100163923e-114,5.55684321616232,0.608,0.136,6.25056300491768e-111,"Endoderm","DHRS3"
"255","VEGFA.2",0,5.54024721123739,0.934,0.183,0,"Endoderm","VEGFA"
"256","MGST2.6",4.06157418414617e-64,5.50040229408787,0.514,0.267,1.21847225524385e-60,"Endoderm","MGST2"
"257","DAB2.5",3.28553446268817e-28,5.48327515844749,0.392,0.227,9.85660338806452e-25,"Endoderm","DAB2"
"258","SPAG1.1",5.18931878753999e-21,5.47184944576242,0.349,0.099,1.556795636262e-17,"Endoderm","SPAG1"
"259","TLCD4",2.21275426598294e-120,5.41916163837863,0.565,0.112,6.63826279794882e-117,"Endoderm","TLCD4"
"260","CD99.6",4.70544805920285e-154,5.40177454501599,0.784,0.353,1.41163441776085e-150,"Endoderm","CD99"
"261","ABCC4",1.97989087693705e-111,5.35391665831952,0.523,0.118,5.93967263081114e-108,"Endoderm","ABCC4"
"262","HES1.6",2.58501622289884e-200,5.32973888077411,0.823,0.321,7.75504866869653e-197,"Endoderm","HES1"
"263","ESRP1",7.78518240039808e-146,5.30546577359151,0.537,0.052,2.33555472011942e-142,"Endoderm","ESRP1"
"264","RAB11FIP1.7",1.70289676439979e-165,5.25814203693644,0.762,0.327,5.10869029319937e-162,"Endoderm","RAB11FIP1"
"265","SOD3",2.09810851881786e-250,5.18961136297142,0.776,0.095,6.29432555645358e-247,"Endoderm","SOD3"
"266","MYO5B",1.94981223561165e-23,5.17765342540055,0.268,0.063,5.84943670683494e-20,"Endoderm","MYO5B"
"267","LDB2.6",6.91534125971413e-06,5.16339183811107,0.386,0.289,0.0207460237791424,"Endoderm","LDB2"
"268","NTF3.1",7.59526779648034e-26,5.07540301221576,0.346,0.118,2.2785803389441e-22,"Endoderm","NTF3"
"269","ISG15.4",1.88862161918874e-35,4.96943274597195,0.568,0.362,5.66586485756622e-32,"Endoderm","ISG15"
"270","ANLN.6",0.000772929555948884,4.91508503652726,0.373,0.348,1,"Endoderm","ANLN"
"271","TTLL7.4",4.26357479188107e-38,4.86290498117549,0.526,0.235,1.27907243756432e-34,"Endoderm","TTLL7"
"272","RIMS1.1",7.33524239340485e-40,4.77538384070948,0.316,0.068,2.20057271802145e-36,"Endoderm","RIMS1"
"273","USP9Y.4",6.91788995337802e-60,4.67693910085069,0.444,0.213,2.07536698601341e-56,"Endoderm","USP9Y"
"274","ECHDC2",9.73265226971082e-52,4.62169834480476,0.301,0.064,2.91979568091325e-48,"Endoderm","ECHDC2"
"275","ITPR3",5.16021291117713e-44,4.58625756476745,0.311,0.075,1.54806387335314e-40,"Endoderm","ITPR3"
"276","ZFP36L1.6",0.00227741896354121,4.50043460658885,0.474,0.41,1,"Endoderm","ZFP36L1"
"277","CCDC30.1",2.18013235308249e-20,4.46085440833323,0.314,0.119,6.54039705924748e-17,"Endoderm","CCDC30"
"278","PLSCR1.4",1.20029171544588e-70,4.39215103326491,0.551,0.211,3.60087514633763e-67,"Endoderm","PLSCR1"
"279","EIF4A2.6",1.10713699149036e-15,4.39039179474594,0.331,0.455,3.32141097447109e-12,"Endoderm","EIF4A2"
"280","MFGE8.6",1.46306862069789e-222,4.37654294662667,0.845,0.315,4.38920586209368e-219,"Endoderm","MFGE8"
"281","PTPN14.6",3.3749655679116e-84,4.37274040761784,0.68,0.353,1.01248967037348e-80,"Endoderm","PTPN14"
"282","CA2.1",6.22938735195711e-36,4.33625613191871,0.377,0.151,1.86881620558713e-32,"Endoderm","CA2"
"283","PRKAB2.5",2.8072343052649e-158,4.33269602006984,0.765,0.323,8.4217029157947e-155,"Endoderm","PRKAB2"
"284","CMTM8.6",1.02722995029976e-131,4.32724475446814,0.708,0.296,3.08168985089927e-128,"Endoderm","CMTM8"
"285","FRY",6.03650004988439e-52,4.29460335851985,0.443,0.083,1.81095001496532e-48,"Endoderm","FRY"
"286","ZNF322.5",1.41505746000613e-47,4.19545214048969,0.633,0.378,4.24517238001838e-44,"Endoderm","ZNF322"
"287","ALPK3",5.30330710155577e-70,4.15006195634377,0.325,0.065,1.59099213046673e-66,"Endoderm","ALPK3"
"288","ESPN.1",1.98143363661719e-75,4.07210950372991,0.326,0.069,5.94430090985156e-72,"Endoderm","ESPN"
"289","GJA1.6",3.77419513720798e-10,4.05902217157276,0.469,0.371,1.13225854116239e-06,"Endoderm","GJA1"
"290","PRAG1.1",3.27898352080615e-14,4.00124270967978,0.361,0.173,9.83695056241845e-11,"Endoderm","PRAG1"
"291","DMKN.5",5.4510257095749e-216,3.97449032258108,0.833,0.323,1.63530771287247e-212,"Endoderm","DMKN"
"292","SLC2A3.4",1.12377733542641e-179,3.92176016831987,0.781,0.261,3.37133200627923e-176,"Endoderm","SLC2A3"
"293","EFNB2.6",7.97355106731033e-06,3.91984296452676,0.489,0.365,0.023920653201931,"Endoderm","EFNB2"
"294","REC8.4",7.88269901901657e-24,3.87901977332671,0.501,0.349,2.36480970570497e-20,"Endoderm","REC8"
"295","TMEM185A.2",2.43838778804047e-42,3.87237869524168,0.432,0.188,7.31516336412141e-39,"Endoderm","TMEM185A"
"296","EPCAM.2",0,3.86733055616354,0.994,0.174,0,"Endoderm","EPCAM"
"297","LAPTM4B.5",3.25488880826359e-290,3.86207029819274,0.955,0.375,9.76466642479076e-287,"Endoderm","LAPTM4B"
"298","DHRS7.7",1.49514503748138e-95,3.85426688904474,0.702,0.334,4.48543511244415e-92,"Endoderm","DHRS7"
"299","MMP11.2",7.59005644969953e-141,3.83211817862429,0.671,0.153,2.27701693490986e-137,"Endoderm","MMP11"
"300","POMC",2.42338914468282e-124,3.83142957906864,0.538,0.029,7.27016743404846e-121,"Endoderm","POMC"
"301","SEPTIN4",2.31585276489218e-220,12.9201858672728,0.581,0.083,6.94755829467653e-217,"Neuroectoderm","SEPTIN4"
"302","MYBL1",3.09640640822186e-253,11.9464305711085,0.677,0.142,9.28921922466557e-250,"Neuroectoderm","MYBL1"
"303","C9orf16.6",2.06546566975772e-256,11.6090475667922,0.785,0.378,6.19639700927315e-253,"Neuroectoderm","C9orf16"
"304","DOK5",1.52827412660466e-222,10.4331104471135,0.658,0.122,4.58482237981397e-219,"Neuroectoderm","DOK5"
"305","ONECUT2",2.18257612160346e-266,9.23793150940673,0.695,0.122,6.54772836481037e-263,"Neuroectoderm","ONECUT2"
"306","ZMAT4.1",0,9.00672768474482,0.798,0.17,0,"Neuroectoderm","ZMAT4"
"307","FRRS1L",6.01876213876048e-146,8.99534598553224,0.561,0.112,1.80562864162814e-142,"Neuroectoderm","FRRS1L"
"308","CFAP298.3",3.13843516864031e-148,8.99331278302462,0.71,0.388,9.41530550592093e-145,"Neuroectoderm","CFAP298"
"309","TLCD3B",1.12706182925482e-204,8.92761617071149,0.575,0.158,3.38118548776447e-201,"Neuroectoderm","TLCD3B"
"310","PSTPIP1",0,8.78048783622657,0.74,0.081,0,"Neuroectoderm","PSTPIP1"
"311","HES6.6",0,8.45586941278612,0.947,0.284,0,"Neuroectoderm","HES6"
"312","TAGLN3.6",0,8.38969572998534,0.888,0.296,0,"Neuroectoderm","TAGLN3"
"313","GYG1.5",3.11234079185547e-145,8.35106733227687,0.632,0.314,9.3370223755664e-142,"Neuroectoderm","GYG1"
"314","DLL4",3.4919600122784e-232,8.13118491375543,0.549,0.031,1.04758800368352e-228,"Neuroectoderm","DLL4"
"315","DLL3",5.90152747709247e-257,8.02151425733309,0.683,0.171,1.77045824312774e-253,"Neuroectoderm","DLL3"
"316","PCBP4.4",2.4398723328295e-279,8.00660534667384,0.807,0.361,7.3196169984885e-276,"Neuroectoderm","PCBP4"
"317","IGFBPL1.6",0,7.98769993601099,0.914,0.277,0,"Neuroectoderm","IGFBPL1"
"318","FABP7.5",2.35489840057741e-26,7.90530672981692,0.457,0.317,7.06469520173222e-23,"Neuroectoderm","FABP7"
"319","TBPL1.4",9.69903618834835e-149,7.89841593782643,0.658,0.367,2.9097108565045e-145,"Neuroectoderm","TBPL1"
"320","SLC39A11",1.84374798789806e-24,7.77622323104385,0.275,0.109,5.53124396369417e-21,"Neuroectoderm","SLC39A11"
"321","DRAXIN.6",1.57094486352627e-45,7.71368164005504,0.544,0.356,4.71283459057882e-42,"Neuroectoderm","DRAXIN"
"322","SSTR2",0,7.64066718963804,0.847,0.09,0,"Neuroectoderm","SSTR2"
"323","NRL",6.97911932449383e-183,7.62990819242166,0.576,0.131,2.09373579734815e-179,"Neuroectoderm","NRL"
"324","ATP8A1",4.11185071575972e-73,7.51923067704324,0.335,0.092,1.23355521472792e-69,"Neuroectoderm","ATP8A1"
"325","NGFR",4.21959894737959e-151,7.36582795650328,0.528,0.117,1.26587968421388e-147,"Neuroectoderm","NGFR"
"326","C2orf91.1",2.10609172703529e-10,7.19971480414868,0.25,0.114,6.31827518110588e-07,"Neuroectoderm","C2orf91"
"327","PDPN.6",0,7.19611347311667,0.944,0.333,0,"Neuroectoderm","PDPN"
"328","NDNF.2",1.62539442623928e-91,7.18101065906102,0.512,0.187,4.87618327871783e-88,"Neuroectoderm","NDNF"
"329","AL118516.1",4.45098741122158e-13,7.07356016419016,0.257,0.214,1.33529622336647e-09,"Neuroectoderm","AL118516.1"
"330","RBP1.5",3.53310825002448e-258,7.06990137813192,0.8,0.381,1.05993247500735e-254,"Neuroectoderm","RBP1"
"331","SLC25A25-AS1",1.5025235795993e-87,6.92874415996997,0.387,0.131,4.5075707387979e-84,"Neuroectoderm","SLC25A25-AS1"
"332","CKB.6",0,6.52887602664663,0.896,0.431,0,"Neuroectoderm","CKB"
"333","BARX1",6.49519290542495e-16,6.52049342978376,0.286,0.087,1.94855787162749e-12,"Neuroectoderm","BARX1"
"334","TUBB3.6",0,6.50774942362012,0.9,0.364,0,"Neuroectoderm","TUBB3"
"335","PCDH18.3",9.44176506204017e-265,6.40425609859125,0.766,0.306,2.83252951861205e-261,"Neuroectoderm","PCDH18"
"336","TFDP2.6",0,6.3482283980876,0.925,0.382,0,"Neuroectoderm","TFDP2"
"337","JAG1.3",3.86441578711665e-59,6.34467735676784,0.388,0.273,1.159324736135e-55,"Neuroectoderm","JAG1"
"338","MIAT.1",2.54512605447816e-106,6.01115677018499,0.485,0.187,7.63537816343447e-103,"Neuroectoderm","MIAT"
"339","TESC.1",6.37672174373184e-202,5.98199225849145,0.637,0.184,1.91301652311955e-198,"Neuroectoderm","TESC"
"340","ZNF385D",0,5.86374576013236,0.84,0.119,0,"Neuroectoderm","ZNF385D"
"341","NID2.1",3.74628573322266e-97,5.72809706928375,0.466,0.198,1.1238857199668e-93,"Neuroectoderm","NID2"
"342","HIST1H3G.1",4.39833635193933e-09,5.66408512998443,0.272,0.218,1.3195009055818e-05,"Neuroectoderm","HIST1H3G"
"343","RBFOX1",4.18108507849324e-111,5.50086474710889,0.419,0.146,1.25432552354797e-107,"Neuroectoderm","RBFOX1"
"344","GADD45G",4.10912118284538e-94,5.45561153010834,0.525,0.082,1.23273635485361e-90,"Neuroectoderm","GADD45G"
"345","CXCR4.6",1.03679881414759e-19,5.43629518140342,0.332,0.237,3.11039644244276e-16,"Neuroectoderm","CXCR4"
"346","SOX2-OT.1",4.21814433688429e-18,5.41621112208809,0.304,0.18,1.26544330106529e-14,"Neuroectoderm","SOX2-OT"
"347","PPP1R14C.1",0,5.3980363822211,0.755,0.129,0,"Neuroectoderm","PPP1R14C"
"348","NNAT.2",2.1588582029926e-168,5.31327525703854,0.591,0.205,6.47657460897781e-165,"Neuroectoderm","NNAT"
"349","PHLDB2.5",3.52578141061117e-157,5.28583676667475,0.669,0.331,1.05773442318335e-153,"Neuroectoderm","PHLDB2"
"350","NUF2.5",4.52290881002583e-17,5.21360620426195,0.498,0.373,1.35687264300775e-13,"Neuroectoderm","NUF2"
"351","TCP10L.1",6.17933721602441e-49,5.20027460532107,0.285,0.116,1.85380116480732e-45,"Neuroectoderm","TCP10L"
"352","E2F1.6",8.53037285420462e-126,5.07689526263898,0.595,0.283,2.55911185626139e-122,"Neuroectoderm","E2F1"
"353","RNF165.6",3.80684324031778e-283,5.05418482976702,0.745,0.257,1.14205297209533e-279,"Neuroectoderm","RNF165"
"354","PCDH8.1",5.12680511525039e-69,5.01681122106217,0.451,0.124,1.53804153457512e-65,"Neuroectoderm","PCDH8"
"355","ZC3H12C",5.83619122969819e-257,4.94343221279196,0.646,0.105,1.75085736890946e-253,"Neuroectoderm","ZC3H12C"
"356","RPS27L.6",2.0305216257724e-208,4.94309922706045,0.824,0.413,6.09156487731719e-205,"Neuroectoderm","RPS27L"
"357","PALM2-AKAP2.5",2.31083571159194e-13,4.91567413659857,0.49,0.361,6.93250713477583e-10,"Neuroectoderm","PALM2-AKAP2"
"358","UTRN.6",5.52042693793441e-126,4.89276140777718,0.68,0.352,1.65612808138032e-122,"Neuroectoderm","UTRN"
"359","STMN1.6",1.04123941314023e-231,4.87635889051855,0.803,0.426,3.12371823942069e-228,"Neuroectoderm","STMN1"
"360","MAP2K6.4",9.00042734883803e-22,4.83568410153741,0.219,0.293,2.70012820465141e-18,"Neuroectoderm","MAP2K6"
"361","PKDCC.5",1.72470229081091e-78,4.80910261791357,0.556,0.284,5.17410687243272e-75,"Neuroectoderm","PKDCC"
"362","NCAM1.5",8.99946619108275e-278,4.79014549593088,0.802,0.336,2.69983985732483e-274,"Neuroectoderm","NCAM1"
"363","AC103724.4",3.40042751009622e-60,4.76211494363176,0.371,0.091,1.02012825302886e-56,"Neuroectoderm","AC103724.4"
"364","AC025164.1",6.62009222643971e-22,4.67753416478511,0.286,0.149,1.98602766793191e-18,"Neuroectoderm","AC025164.1"
"365","DRD2",2.26597781847394e-40,4.66436921812994,0.346,0.055,6.79793345542182e-37,"Neuroectoderm","DRD2"
"366","CHD7.5",3.43567134538003e-303,4.59367410042256,0.841,0.41,1.03070140361401e-299,"Neuroectoderm","CHD7"
"367","SERPINI1",2.18392368472816e-165,4.45242279090289,0.521,0.096,6.55177105418448e-162,"Neuroectoderm","SERPINI1"
"368","FGD4.4",1.46269538497871e-125,4.42647179460123,0.628,0.297,4.38808615493613e-122,"Neuroectoderm","FGD4"
"369","AC004540.2",2.2928919730436e-148,4.35082228400506,0.572,0.152,6.87867591913079e-145,"Neuroectoderm","AC004540.2"
"370","GADD45A.6",1.21731311969831e-223,4.33816826254557,0.751,0.305,3.65193935909494e-220,"Neuroectoderm","GADD45A"
"371","HIST1H2AH.1",5.92410664931099e-13,4.2934630132065,0.337,0.21,1.7772319947933e-09,"Neuroectoderm","HIST1H2AH"
"372","LRRN1.6",1.31013252772682e-222,4.139468528843,0.774,0.345,3.93039758318047e-219,"Neuroectoderm","LRRN1"
"373","IVNS1ABP.5",1.50017336830286e-45,4.11598536790189,0.579,0.411,4.50052010490857e-42,"Neuroectoderm","IVNS1ABP"
"374","EBF1",6.06245946021703e-64,3.96932707578695,0.294,0.101,1.81873783806511e-60,"Neuroectoderm","EBF1"
"375","DCC.1",1.64303723029395e-40,3.96608713679194,0.269,0.09,4.92911169088186e-37,"Neuroectoderm","DCC"
"376","TENT5A.1",3.50293146629142e-26,3.86704339612927,0.435,0.201,1.05087943988743e-22,"Neuroectoderm","TENT5A"
"377","SRGAP3.5",3.90139630841883e-137,3.83178212453119,0.67,0.356,1.17041889252565e-133,"Neuroectoderm","SRGAP3"
"378","ITPR1.1",3.51544525045239e-82,3.83024921226552,0.447,0.143,1.05463357513572e-78,"Neuroectoderm","ITPR1"
"379","HIST1H3B.3",0.000266276867332045,3.69034602523899,0.295,0.239,0.798830601996135,"Neuroectoderm","HIST1H3B"
"380","RAB26.1",1.80904629556399e-72,3.61933780330445,0.284,0.084,5.42713888669197e-69,"Neuroectoderm","RAB26"
"381","CNKSR3.5",2.21517505935128e-22,3.57423274744485,0.494,0.376,6.64552517805385e-19,"Neuroectoderm","CNKSR3"
"382","RASGEF1B.1",3.77994374664937e-27,3.5122669109329,0.366,0.121,1.13398312399481e-23,"Neuroectoderm","RASGEF1B"
"383","PBK.4",1.58735219678477e-46,3.48608652164994,0.549,0.357,4.76205659035431e-43,"Neuroectoderm","PBK"
"384","WFIKKN1.6",2.92641209032886e-05,3.39169955806172,0.225,0.289,0.0877923627098658,"Neuroectoderm","WFIKKN1"
"385","MCM10.5",1.44506733587137e-23,3.36884590469021,0.488,0.348,4.33520200761412e-20,"Neuroectoderm","MCM10"
"386","MFAP4.1",0.00359221430956775,3.36726142420078,0.33,0.112,1,"Neuroectoderm","MFAP4"
"387","EBF2.1",3.27294922357567e-253,3.34320376127061,0.576,0.069,9.818847670727e-250,"Neuroectoderm","EBF2"
"388","POMZP3.3",9.98714246484123e-76,3.29524437795773,0.485,0.213,2.99614273945237e-72,"Neuroectoderm","POMZP3"
"389","LINGO1.4",1.07209227787436e-37,3.22885257028774,0.586,0.336,3.21627683362309e-34,"Neuroectoderm","LINGO1"
"390","NKX6-1.2",6.75331864910205e-90,3.19096275761316,0.456,0.203,2.02599559473061e-86,"Neuroectoderm","NKX6-1"
"391","RYR3",3.34944070852191e-18,3.1195116535782,0.296,0.11,1.00483221255657e-14,"Neuroectoderm","RYR3"
"392","CAMK2N1.6",3.25359142660589e-211,3.0321785470672,0.749,0.347,9.76077427981768e-208,"Neuroectoderm","CAMK2N1"
"393","TMEM158.6",6.30516918970104e-150,2.97736476954823,0.597,0.219,1.89155075691031e-146,"Neuroectoderm","TMEM158"
"394","CDKN1A.4",2.94977297310736e-40,2.95813736452171,0.518,0.352,8.84931891932209e-37,"Neuroectoderm","CDKN1A"
"395","FBLL1",9.94277163221476e-125,2.91734001581409,0.345,0.058,2.98283148966443e-121,"Neuroectoderm","FBLL1"
"396","UHRF1.1",1.39522496487306e-15,2.87608106495387,0.419,0.314,4.18567489461917e-12,"Neuroectoderm","UHRF1"
"397","AC023794.1.3",8.04399613528589e-181,2.87562706936094,0.61,0.182,2.41319884058577e-177,"Neuroectoderm","AC023794.1"
"398","CCND2.6",1.42488498168288e-262,2.84540901652854,0.824,0.389,4.27465494504864e-259,"Neuroectoderm","CCND2"
"399","DNM1P35",3.14310798626616e-46,2.81875627349784,0.289,0.136,9.42932395879848e-43,"Neuroectoderm","DNM1P35"
"400","AC023794.3.1",1.39374106695123e-62,2.80836542505126,0.469,0.16,4.18122320085369e-59,"Neuroectoderm","AC023794.3"
"401","NMU",5.37613004108505e-16,7.40172112726431,0.233,0.281,1.61283901232551e-12,"Neuromesodermal progenitors","NMU"
"402","RHBDL3",5.0633975837046e-44,7.05076322046985,0.251,0.104,1.51901927511138e-40,"Neuromesodermal progenitors","RHBDL3"
"403","BUB3",1.03703384855945e-58,7.04812217151726,0.5,0.384,3.11110154567835e-55,"Neuromesodermal progenitors","BUB3"
"404","HPDL",7.45973402278423e-264,6.58579731956065,0.357,0.116,2.23792020683527e-260,"Neuromesodermal progenitors","HPDL"
"405","SPON1",0,6.03900666678917,0.596,0.258,0,"Neuromesodermal progenitors","SPON1"
"406","CDH8",5.90149507255222e-245,6.03419733880404,0.371,0.131,1.77044852176567e-241,"Neuromesodermal progenitors","CDH8"
"407","ATF1",0.0009141949263852,6.00498855569743,0.251,0.237,1,"Neuromesodermal progenitors","ATF1"
"408","PRSS23",0.00213528852303011,5.79394340989277,0.364,0.29,1,"Neuromesodermal progenitors","PRSS23"
"409","CKS1B",3.94884246348911e-227,5.57994356889117,0.625,0.396,1.18465273904673e-223,"Neuromesodermal progenitors","CKS1B"
"410","TP53I3",3.76239207093326e-10,5.13396002205539,0.32,0.32,1.12871762127998e-06,"Neuromesodermal progenitors","TP53I3"
"411","SPARCL1",6.48791139840889e-229,4.98009176746607,0.448,0.126,1.94637341952267e-225,"Neuromesodermal progenitors","SPARCL1"
"412","NDP",1.32127100448423e-19,4.92411449174535,0.264,0.151,3.96381301345269e-16,"Neuromesodermal progenitors","NDP"
"413","AC103702.1",2.66855982921245e-137,4.63498397336126,0.368,0.133,8.00567948763734e-134,"Neuromesodermal progenitors","AC103702.1"
"414","ARHGAP29",1.15432930985752e-92,3.76840316538282,0.138,0.296,3.46298792957256e-89,"Neuromesodermal progenitors","ARHGAP29"
"415","SNHG14",2.45547133609274e-71,3.74845356565101,0.319,0.433,7.36641400827823e-68,"Neuromesodermal progenitors","SNHG14"
"416","C3orf52",7.3560085214064e-71,3.54071214251956,0.299,0.167,2.20680255642192e-67,"Neuromesodermal progenitors","C3orf52"
"417","FAS",7.88019340972935e-23,3.40329750007705,0.251,0.173,2.3640580229188e-19,"Neuromesodermal progenitors","FAS"
"418","SEMA5B",2.36482449279317e-137,3.33133184636561,0.297,0.133,7.0944734783795e-134,"Neuromesodermal progenitors","SEMA5B"
"419","CD82",0,3.1833923181526,0.462,0.16,0,"Neuromesodermal progenitors","CD82"
"420","ASXL3",9.40496645246353e-204,2.572852948739,0.437,0.177,2.82148993573906e-200,"Neuromesodermal progenitors","ASXL3"
"421","RASL10B",9.55934427349694e-99,2.5604227632966,0.433,0.245,2.86780328204908e-95,"Neuromesodermal progenitors","RASL10B"
"422","DTYMK",1.34897872994608e-167,2.3395971463972,0.582,0.393,4.04693618983823e-164,"Neuromesodermal progenitors","DTYMK"
"423","HOXB4",0,2.31909460553462,0.603,0.29,0,"Neuromesodermal progenitors","HOXB4"
"424","FGF17",1.00013861990588e-102,2.26917765129157,0.316,0.113,3.00041585971764e-99,"Neuromesodermal progenitors","FGF17"
"425","UBE2T",8.50225665115595e-118,2.14743889939874,0.567,0.397,2.55067699534678e-114,"Neuromesodermal progenitors","UBE2T"
"426","PIK3R3",2.25756361750616e-34,2.07301359959601,0.444,0.365,6.77269085251848e-31,"Neuromesodermal progenitors","PIK3R3"
"427","SGMS1-AS1",1.16618711602405e-46,2.06660432661006,0.291,0.169,3.49856134807214e-43,"Neuromesodermal progenitors","SGMS1-AS1"
"428","DANCR",5.13328510864738e-113,2.01709804221717,0.563,0.401,1.53998553259421e-109,"Neuromesodermal progenitors","DANCR"
"429","RTKN2",1.96971271111882e-65,2.00095706225814,0.466,0.33,5.90913813335646e-62,"Neuromesodermal progenitors","RTKN2"
"430","MSMO1",1.76036264611915e-07,1.96132021176269,0.454,0.413,0.000528108793835745,"Neuromesodermal progenitors","MSMO1"
"431","RFLNB",2.03666753628199e-232,1.91262180622138,0.425,0.204,6.11000260884596e-229,"Neuromesodermal progenitors","RFLNB"
"432","AC023794.1",0,1.8778649939376,0.437,0.123,0,"Neuromesodermal progenitors","AC023794.1"
"433","PHYHIPL",2.65360204323638e-100,1.73610843946387,0.325,0.134,7.96080612970914e-97,"Neuromesodermal progenitors","PHYHIPL"
"434","HOXB9",0,1.71584312191261,0.697,0.206,0,"Neuromesodermal progenitors","HOXB9"
"435","DPF3",1.13344557633777e-83,1.60456959879834,0.262,0.086,3.40033672901332e-80,"Neuromesodermal progenitors","DPF3"
"436","BID",2.74633707457938e-15,1.57840833936744,0.411,0.309,8.23901122373813e-12,"Neuromesodermal progenitors","BID"
"437","TLE4",1.24272227138661e-180,1.56719843325441,0.548,0.346,3.72816681415983e-177,"Neuromesodermal progenitors","TLE4"
"438","RPS4Y1",0,1.52212996668801,0.614,0.338,0,"Neuromesodermal progenitors","RPS4Y1"
"439","PA2G4",0,1.47800632398989,0.74,0.363,0,"Neuromesodermal progenitors","PA2G4"
